id	name	515$A	515$0	515$a	515$z	350$0	350$a	340$x
cnp01357963	Lemonnier ### Guillaume-Antoine ### 	Paris ### Saint-Sauveur-le-Vicomte (Manche) ### Saint-Sauveur-le-Vicomte ### Saint-Lazare ### 	deat ### brth ### brth ### deat ### 	cnl00028999 ### cnl00026892 ### cnl00026892 ### 	1797 ### 1721 ### 	lang ### irsp ### acti ### acti ### 	French ### Auteur ### Schriftsteller ### Übersetzer ### 	340 01$8eng$a1721-04.04.1797 ### 340 01$8fre$a1721-1797$xa1721a1797 ### 340 01$8ger$a1721-1797$xa1721a1797 ### 340 01$8ger$a1723-1797. Geburtsjahr auch 1721$xa1723a1797 ### 
cnp02041789	Balsis ### Carlo Pasquale Francesco Raffaele Baldassare ### 	Cernobbio ### Neapel ### 	deat ### brth ### 	cnl00017411 ### cnl00008073 ### 		acti ### 	Tänzer, Choreograph und Tanztheoretiker ### 	340 01$8ger$a04.11.1797-15.01.1878$xa1797a1878 ### 
cnp01354999	Angeville ### Henriette d' ### 	Semur-en-Auxois (Côte d'Or) ### Lausanne, Suisse ### 	brth ### deat ### 	cnl00017351 ### cnl00011011 ### 	1794 ### 1871 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a10.03.1794-03.1871$xa1794a1871 ### 
cnp02103362	Dittmann ### Ursula Magdalena ### 	Leipzig ### 	deat ### 	cnl00016122 ### 				340 01$8ger$a25.02.1625-07.01.1682$xa1625a1682 ### 
cnp02109112	Siemers ### Heinrich Ernst ### 	Lübeck ### Jena ### 	brth ### actv ### 	cnl00010970 ### cnl00010282 ### 		acti ### 	Jurist ### 	340 01$8ger$a1715-$xa1715u     ### 
cnp02017481	Appun ### Carl Friedrich ### 	Bunzlau ### 	actv ### 	cnl00000220 ### 				340 11$8ger$a1827$xa1827u     ### 
cnp00568674	Gonzenbach ### Familie : 14. Jh.-	Hauptwil ### Sankt Gallen ### 	actv ### actv ### 	cnl00035301 ### cnl00050612 ### 		acti ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### 	340 11$8ger$aca. 14. Jh.- (Relation allgemein) ### 
cnp02209360	Etzdorff ### Carl ### von ### 	Dillingen a.d. Donau ### 	actv ### 	cnl00033607 ### 				340 11$8ger$a1600$xa1600u     ### 
cnp02088536	Ruprecht ### Dominik ### 	Velké Losiny ### Wien ### 	brth ### deat ### 			acti ### 	Trompeter ### 	340 01$8ger$a1754-1821. Geburtsjahr ca.$xa1754a1821 ### 
cnp01500452	Nitzsch ### Gregor Wilhelm ### 	Leipzig, Allemagne ### Wittenberg, Allemagne ### Kiel ### Leipzig ### Kiel ### Leipzig ### Wittenberg ### 	deat ### brth ### actv ### actv ### actv ### deat ### brth ### 	cnl00016122 ### cnl00015564 ### cnl00010570 ### cnl00016122 ### cnl00010570 ### cnl00016122 ### cnl00032005 ### 	1861 ### 1790 ### 	lang ### irsp ### acad ### acti ### acti ### acti ### acti ### acti ### 	German ### Auteur ### Professor ### Personen zu Sprache (11.2p) ### Personen zu Literaturwissenschaft (Literaturwissenschaftler) (12.1p) ### Klassischer Philologe ### Lehrer ### Professor; Klassischer Philologe; Lehrer ### 	340 01$8fre$a22.11.1790-22.07.1861$xa1790a1861 ### 340 01$8ger$a1790-1861$xa1790a1861 ### 340 01$8ger$a22.11.1790-22.07.1861$xa1790a1861 ### 
cnp02288965	Constantin ### 	Reichenhall ### 	actv ### 	cnl00016191 ### 	1592 ### 			340 11$8ger$a1592 ### 
cnp02068633	Bamps ### Arnold ### 	Leiden ### 	actv ### 	cnl00031387 ### 		acti ### 	Arzt ### 	340 11$8ger$a1778$xa1778u     ### 
cnp02055716	Scheiring ### Joh. Sebastian ### 	Altdorf b. Nürnberg ### Oettingen i. Bay. ### 	actv ### brth ### 					340 11$8ger$a1584$xa1584u     ### 
cnp01091785	Ackermann ### Karl August ### 	Mecklenburg ### Kröpelin ### Braunschweig ### 	actv ### brth ### deat ### 	cnl00016938 ### cnl00032102 ### cnl00029873 ### 		acti ### acti ### acti ### 	Ministerialsekretär ### Polizeibeamter ### Polizeirat ### 	340 01$8ger$a13.01.1829-. gest. nach 1904$xa1829u     ### 
cnp02092000	Heym ### Martin ### 	Suhl ### 	actv ### 	cnl00014452 ### 		acti ### acti ### 	Bürgermeister ### Kaufmann ### 	340 01$8ger$a-08.05.1707 ### 
cnp02039531	Säppl ### Hanns ### 	Salzburg ### 	actv ### 	cnl00027122 ### 		acti ### acti ### 	Baumeister ### Straßenbauer ### 	340 11$8ger$a1596$xa1596u     ### 
cnp01312194	Benoiston de La Serpandais ### Jean Marie ### 	Nantes (Loire-Atlantique) ### Savenay (Loire-Atlantique) ### 	deat ### brth ### 	cnl00012053 ### cnl00017964 ### 	1794 ### 1754 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8eng$a16.02.1754-04.1794 ### 340 01$8fre$a1754-1794$xa1754a1794 ### 
cnp01153939	Brammer ### Barthold Johann ### 	Kiel ### 	actv ### 	cnl00010570 ### 		acti ### 	Respondent ### 	340 11$8ger$a1668$xa1668u     ### 
cnp01981022	Sucro ### Johann Joseph ### 	Halle ### Magdeburg ### 	actv ### brth ### 	cnl00029460 ### cnl00028054 ### 				340 11$8ger$a1750-$xa1750u     ### 
cnp01129707	Heinrich ### Severin ### 	Ladushkin ### Neustadt-Glewe ### Ober Ecker ### 	actv ### actv ### actv ### 			acti ### acti ### 	Personen zu Technik (ohne Architektur, Bautechnik) (31.16p) ### Papiermacher ### 	340 01$8ger$a1600-1673$xa1600a1673 ### 
cnp02237743	Rillieux ### Norbert ### 	La Nouvelle Orléans (Louisiane, États-Unis) ### Paris (France) ### 	brth ### deat ### 	cnl00019065 ### cnl00032963 ### 	1806 ### 1894 ### 	lang ### 	French ### 	340 01$8fre$a17.03.1806-08.10.1894$xa1806a1894 ### 
cnp00491967	Heiland ### Enoch ### 	Stuttgart ### Leipzig ### 	actv ### brth ### 	cnl00016232 ### cnl00016122 ### 		acti ### 	Jurist ### 	340 01$8ger$a1655-1708$xa1655a1708 ### 
cnp01460461	Gausmann ### Werner ### 	Stendal ### 	actv ### 	cnl00014336 ### 	1463 ### 			340 11$8ger$a1463 ### 
cnp02121530	Fraenckel ### Jonas ### 	Breslau ### Breslau ### Breslau ### 	actv ### brth ### deat ### 	cnl00033303 ### cnl00033303 ### cnl00033303 ### 		acti ### 	Bankier ### 	340 01$8ger$a1773-1846$xa1773a1846 ### 
cnp02162633	Du Prat ### Antoine ### 	Château de Nantouillet ### Issoire ### 	deat ### brth ### 	cnl00024775 ### cnl00022653 ### 		acti ### acti ### acti ### acti ### acti ### acti ### acti ### lang ### irsp ### 	Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Adel ### Erzbischof ### Kanzler ### Kardinal ### Politiker ### French ### Auteur ### 	340 01$8ger$a1463-1535$xa1463a1535 ### 
cnp01334341	Henry ### Gabriel-François ### 	Valenciennes ### 	actv ### 	cnl00016247 ### 	1691-1738 ### 	prof ### irsp ### acti ### 	Imprimeur-libraire ### Auteur ### Type de document concerné: Texte imprimé ### 	340 01$8fre$a27.07.1663-04.06.1738$xa1663a1738 ### 340 11$8fre$a1691-1738$xa1691a1738 ### 
cnp01433054	Veith ### Johann Emanuel ### 	Wien ### Chodová Planá ### Wien ### Salzburg ### Wien ### Chodová Planá ### Wien ### 	actv ### brth ### deat ### actv ### actv ### brth ### deat ### 	cnl00016260 ### 		acti ### acti ### acti ### acti ### acti ### lang ### irsp ### acti ### acti ### 	Personen zu Medizin, Tiermedizin (27.20p) ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Domprediger ### Schriftsteller ### Tierarzt ### German ### Auteur ### Theologe; Veterinär; Schriftsteller ### Katholischer Theologe ### 	340 01$8fre$a1787-1876$xa1787a1876 ### 340 01$8ger$a10.07.1787-06.11.1876$xa1787a1876 ### 340 01$8ger$a1787-1876. - abw. Geburtsjahr 1788$xa1787a1876 ### 340 01$8pol$a1787-1876$xa1787a1876 ### 
cnp00422046	Hilscher ### Johann Christoph ### 	Colditz ### Leipzig ### 	actv ### brth ### 	cnl00008324 ### cnl00016122 ### 		acad ### acti ### 	Magister ### Pfarrer ### 	340 01$8ger$a1627-1677$xa1627a1677 ### 
cnp01875721	Martini ### Johann Christian ### 	Bad Langensalza ### Leipzig ### Naumburg ### Bad Langensalza ### Leipzig ### Naumburg ### Bad Langensalza ### Leipzig ### Naumburg ### 	actv ### actv ### actv ### actv ### actv ### actv ### actv ### actv ### actv ### 		1734-1752 ### 1711-1751 ### 	acti ### acti ### acti ### 	Księgarz i wydawca niemiecki w l. 1711-1752, działał w Lipsku, Hofie, Naumburgu, Bad Langensalza. Wg Wellera, w 1733 r. wydał pod nazwiskiem: Tobias Wilhelm Fischer i z fałszywym miejscem wydania: Schweinfurth (właśc. Bad Langensalza) pismo J. A. Birnbauma: "Eines Aufrichtigen Patrioten Unpartheyische Gedancken über einige Quellen und Wirckungen des Verfalls der ietzigen Buch-Handlung". ### Buchhändler ### Verleger ### 	340 01$8ger$a-1752 ### 340 01$8pol$a-1752 ### 
cnp02171735	Dürrschedel ### Wolfgang Georg Christoph ### 	Illschwang ### Siebeneichen ### Sulzbach ### 	deat ### actv ### brth ### 	cnl00031562 ### cnl00043291 ### cnl00018245 ### 		acti ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Pfarrer ### 	340 01$8ger$a25.07.1737-27.03.1784$xa1737a1784 ### 
cnp01886834	Van Mierevelt ### Michiel ### 	Delft (Pays-Bas) ### Delft (Pays-Bas) ### 	brth ### deat ### 	cnl00016284 ### cnl00016284 ### 	1566 ### 1641 ### 	irsp ### 	Auteur ### 	340 01$8fre$a01.05.1566-27.06.1641$xa1566a1641 ### 
cnp02218667	Giegling ### Christian ### 	Leitlitz ### Göschitz ### 	brth ### deat ### 			acti ### 	Pfarrer ### 	340 01$8ger$a12.11.1638-23.04.1670$xa1638a1670 ### 
cnp02236513	De Jode ### Cornelis ### 	Anvers (Belgique) ### Mons (Belgique) ### 	brth ### deat ### 	cnl00029116 ### cnl00006045 ### 	1571 ### 1600 ### 	irsp ### prof ### 	Auteur ### Editeur ### 	340 01$8fre$a11.1571-17.10.1600$xa1571a1600 ### 
cnp01384967	Carr ### Benjamin ### 	Londres ### Philadelphie (Pa.) ### 	brth ### deat ### 	cnl00026812 ### cnl00027000 ### 	1768 ### 1831 ### 	acti ### acti ### irsp ### 	Personen zu Musik (14.4p) ### Organist ### Auteur ### 	340 01$8ger$a1768-1831. abweichendes Geburtsjahr 1769$xa1768a1831 ### 340 01$8eng$a12.09.1768-24.05.1831 ### 340 01$8fre$a1768-1831$xa1768a1831 ### 
cnp02231508	Krasiński ### Józef Wawrzyniec ### 	Zegrze (Pologne) ### Cracovie (Pologne) ### 	brth ### deat ### 		1783 ### 1845 ### 	irsp ### lang ### 	Auteur ### Polish ### 	340 01$8fre$a10.08.1783-14.10.1845?$xa1783a1845 ### 
cnp01348230	Carlier ### Théodore ### 	Metz (Moselle) ### Nice (Alpes-Maritimes) ### 	brth ### deat ### 	cnl00008298 ### cnl00012240 ### 	1802 ### 1839 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a1802-1839$xa1802a1839 ### 
cnp01357642	Salies ### Alexandre de ### 	Salies-du-Salat (Haute-Garonne) ### Paris, 16e arrondissement (France) ### 	brth ### deat ### 		1815 ### 1883 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a09.12.1815-16.03.1883$xa1815a1883 ### 
cnp02169591	Zächenberger ### Johann Anton ### 	Ingolstadt ### Salzburg ### Augsburg ### 	actv ### brth ### deat ### 	cnl00016096 ### cnl00027122 ### cnl00027224 ### 		acti ### acti ### acti ### lang ### 	Künstler ### Maler ### Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Deutsch ### 	340 01$8ger$a1690-1749. Geburtsjahr ca.$xa1690a1749 ### 
cnp02302452	Abate ### 	Lodi ### 	actv ### 	cnl00011286 ### 		raff ### 	CRL ### 	
cnp02198318	Henninges ### Johann Andreas Christian ### 	Helmstedt ### Braunschweig ### 	actv ### brth ### 	cnl00009997 ### cnl00029873 ### 				340 11$8ger$a1747-1750$xa1747a1750 ### 
cnp00355278	Bürger ### Christian Amos ### 	Schneeberg ### Somsdorf ### Leipzig ### 	actv ### brth ### stud ### 	cnl00030357 ### cnl00033407 ### cnl00016122 ### 	1685 ### 	acti ### acti ### acti ### 	Archidiakon ### Evangelischer Theologe ### Lehrer ### 	340 01$8ger$a1660-1708. abweichendes Geburtsjahr 1661$xa1660a1708 ### 
cnp01471697	Palladio ### Andrea ### 	Vicenza ### Padoue, Italie ### Vicenza, Italie ### Padua ### Vicenza ### 	deat ### brth ### deat ### brth ### deat ### 	cnl00014246 ### cnl00010359 ### cnl00014246 ### cnl00010359 ### cnl00006333 ### 		acti ### acti ### acti ### acti ### lang ### irsp ### acti ### acti ### 	Architekturtheoretiker ### Personen zu Architektur, Bautechnik (31.3p) ### Architekt ### Baumeister ### Italian ### Auteur ### Baumeister; Architekt ### Architekt włoski. Właściwe nazwisko Andrea di Pietro; używał pseudonimu Andrea Palladio. ### 	340 01$8ger$a30.11.1508-19.08.1580. anderslt. Geburtsdatum: 08.11.1508$xa1508a1580 ### 340 01$8fre$a08.11.1508-19.08.1580$xa1508a1580 ### 340 01$8und$a1508-1580$xa1508a1580 ### 
cnp01229784	Pagenhardt ### Johannes ### 	Hildesheim ### 	actv ### 	cnl00016086 ### 		acti ### 	Rechenmeister ### 	340 11$8ger$a1573-1598$xa1573a1598 ### 
cnp01469707	Lublinski ### Martin Anton ### 	Leśnica ### Olmütz ### 	brth ### deat ### 			acti ### acti ### acti ### acti ### acti ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Maler ### Zeichner ### Augustianin, kanonik w kościele Wszystkich Świętych w Ołomuńcu. Malarz, ilustrator, twórca graficznych projektów do tez uniwersyteckich i grafiki okolicznościowej. Ur. na Śląsku, działał gł. na terenie Czech. ### 	340 01$8ger$a1636-1690. Geburtsjahr Vorlage$xa1636a1690 ### 340 01$8pol$a1636-1690$xa1636a1690 ### 
cnp00156489	Guillaume ### de Ramsey	Lyon ### Sées ### 	actv ### brth ### 	cnl00011383 ### cnl00013975 ### 				340 11$8ger$a1508-1514$xa1508a1514 ### 
cnp02126978	Victoire ### Frankreich, Prinzessin	Versailles ### Triest ### 	brth ### deat ### 	cnl00015011 ### cnl00014774 ### 		acti ### 	Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### 	340 01$8ger$a1733-1799$xa1733a1799 ### 
cnp00471177	Saluz ### Georg ### 	Lavin/Unterengadin ### Chur ### 	brth ### actv ### 			acti ### 	Pfarrer ### 	340 01$8ger$a1571-1645$xa1571a1645 ### 
cnp01307453	Baradère ### Jean Henri ### 	Luz-Saint-Sauveur (Hautes-Pyrénées) ### 	brth ### 	cnl00017692 ### 	1792 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a1792-1839?$xa1792a1839 ### 
cnp02195658	Jeetze ### Friedrich Wilhelm ### von ### 	St. Crossete ### Halle ### Stendal ### 	brth ### actv ### deat ### 			acti ### 	Offizier ### 	340 01$8ger$a24.11.1711-18.03.1776$xa1711a1776 ### 
cnp01076581	Kirchner ### Emil ### 	Leipzig ### München ### 	brth ### deat ### 	cnl00016122 ### cnl00030740 ### 		acti ### acti ### acti ### acti ### acti ### 	Graphiker ### Maler ### Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Künstler ### Maler ### 	340 01$8ger$a1813-1885$xa1813a1885 ### 340 01$8pol$a1813-1885$xa1813a1885 ### 340 01$8ger$a12.05.1813-04.06.1885$xa1813a1885 ### 
cnp01197453	Günderode ### Helena Dorothea ### von ### 	Magdeburg ### Rudolstadt ### Magdeburg ### Rudolstadt ### Magdeburg ### Rudolstadt ### 	brth ### deat ### brth ### deat ### brth ### deat ### 	cnl00011354 ### cnl00013429 ### cnl00028054 ### cnl00031893 ### cnl00028054 ### cnl00031893 ### 				340 01$8ger$a15.09.1637-10.01.1679$xa1637a1679 ### 
cnp02173686	Widmann ### Johann Caspar ### 	Markgrafschaft Baden-Durlach ### 	actv ### 			acti ### acti ### 	Hofmaler ### Maler ### 	340 11$8ger$aca. 1. Hälfte 17. Jh.$xa1600a1699 ### 
cnp00166108	Hugo ### Gratianopolitanus	Grenoble ### Châteauneuf-d'Isère ### 	deat ### brth ### 	cnl00009642 ### cnl00040001 ### 		acti ### acti ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Bischof ### Heiliger ### 	340 01$8ger$aXX.XX.1053-01.04.1132$xa1053a1132 ### 
cnp01321925	Colette ### sainte	Corbie (Somme) ### Gand (Belgique) ### 	brth ### deat ### 	cnl00027248 ### cnl00009341 ### 	1381 ### 1447 ### 	lang ### irsp ### acti ### acti ### 	French, Middle (ca. 1400-1600) ### Auteur ### Franziskanerin ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### 	340 01$8und$a1381-1447$xa1381a1447 ### 340 01$8fre$a13.01.1381-06.03.1447$xa1381a1447 ### 
cnp02206733	Erichsen ### Johann Gottfried ### 	Bergen ### Christianssand ### Friedrichsholm ### Stavanger ### Teutschenthal ### Skien ### 	actv ### actv ### actv ### actv ### brth ### deat ### 	cnl00029615 ### 		acti ### 	Arzt ### 	340 01$8ger$aXX.XX.1713-04.11.1768$xa1713a1768 ### 
cnp01430451	Mill ### John Stuart ### 	Avignon ### London ### Londres (GB) ### London ### Avignon ### London ### Avignon ### 	deat ### brth ### brth ### brth ### deat ### brth ### deat ### 	cnl00007078 ### cnl00006402 ### cnl00026812 ### cnl00032962 ### cnl00007078 ### cnl00032962 ### cnl00007078 ### 		lang ### irsp ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### 	English ### Auteur ### Nationalökonom ### Philosoph; Schriftsteller ### Staatsbeamter ### Personen zu Philosophie (4.7p) ### Personen (Politologen, Staatstheoretiker) (8.1p) ### Personen zu Soziologie, Gesellschaft, Arbeit, Sozialgeschichte (9.5p) ### Philosoph ### Schriftsteller ### Volkswirtschaftler ### 	340 01$8ger$aLondon, 1806-Avignon, 1873$xa1806a1873 ### 340 01$8pol$a1806-1873$xa1806a1873 ### 
cnp01122701	Amerbach ### Isaak ### 	Geißlingen ### 	actv ### 					340 11$8ger$a1567-1595. Erscheinungsjahre im VD-16$xa1567a1595 ### 
cnp00381844	Meldner ### Matthaeus ### 	Roßleben ### Schkeuditz ### Teutschenthal-Holleben ### Stolpen ### Schkeuditz ### 	actv ### actv ### actv ### brth ### deat ### 	cnl00032513 ### cnl00032742 ### 		acti ### acti ### acti ### 	Gymnasiallehrer ### Pfarrer ### Rektor ### 	340 01$8ger$a-1600. oder Todesjahr 1601 ### 
cnp01164718	Stromeyer ### Ernst August ### 	Halle ### Göttingen ### 	actv ### actv ### 			acti ### acti ### 	Jurist ### Respondent in Göttingen ### 	340 11$8ger$avor 1738 ### 340 11$8ger$a1735-1738$xa1735a1738 ### 
cnp01905197	Lagoanère ### Ange ### 	La Corogne (Espagne) ### 	brth ### 	cnl00027531 ### 	1792 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a01.03.1792-04.10.1840$xa1792a1840 ### 
cnp01311903	Marchal ### Charles-Jacob ### 	Calvi ### Paris ### 	brth ### deat ### 	cnl00018738 ### cnl00028999 ### 	1815 ### 1873 ### 	lang ### irsp ### acti ### 	French ### Auteur ### Arzt ### 	340 01$8fre$a04.07.1815-27.01.1873$xa1815a1873 ### 340 01$8ger$a1815-1873$xa1815a1873 ### 
cnp02170162	Andrada Miguel Leitão ### de ### 	Pedrógão ### Lissabon ### 	brth ### deat ### 			acti ### acti ### 	Jurist ### Schriftsteller ### 	340 01$8ger$a1553-1632$xa1553a1632 ### 
cnp02268162	Legavičius ### Juozapas ### 	Vilnius ### 	actv ### 	cnl00015961 ### 		acti ### acti ### lang ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Priester ### Litauisch, Polnisch ### 	340 01$8ger$a1743-1812$xa1743a1812 ### 
cnp01286966	Heger ### Franz ### 	Deutsch-Gabel ### Prag ### 	brth ### deat ### 			acti ### acti ### 	Architekt ### Kupferstecher ### 	340 01$8ger$a1766-1831$xa1766a1831 ### 
cnp00617759	Fischer ### Adolf ### 	Ueckermünde ### Breslau ### 	brth ### deat ### 			acti ### acti ### 	Komponist ### Organist ### 	340 01$8ger$a23.06.1827-07.12.1893$xa1827a1893 ### 
cnp00411867	Hinzpeter ### Friedrich Wilhelm ### 	Bielefeld ### Bad Laasphe ### 	actv ### brth ### 	cnl00007431 ### cnl00002256 ### 		acti ### acti ### acti ### acti ### acti ### 	Gymnasiallehrer ### Philologe ### Lehrer ### Personen zu Bildungswesen (6.4p) ### Personen zu Sprache (11.2p) ### 	340 01$8ger$aXX.XX.1796-23.09.1870$xa1796a1870 ### 
cnp01937646	Greising ### Josef ### 	Schwäbisch Hall ### 	actv ### 	cnl00008351 ### 		acti ### acti ### 	Architekt ### Sachlich nicht klassifizierbare Personen (00p) ### 	
cnp01323670	López de Gómara ### Francisco ### 	Soria (Espagne) ### Valladolid (Espagne) ### 	brth ### deat ### 	cnl00014175 ### cnl00007869 ### 	1511 ### 1566 ### 	lang ### irsp ### acti ### acti ### 	Spanish ### Auteur ### Geschichtsschreiber ### Personen der Geschichtswissenschaft (Historiker, Archäologen) (16.1p) ### 	340 01$8fre$a1511-1566?$xa1511a1566 ### 340 01$8und$a1511-1564$xa1511a1564 ### 
cnp01940808	Friderich ### Johannes ### 	Flensburg ### 	brth ### 	cnl00009157 ### 		acti ### acti ### 	Philologe ### Schriftsteller ### 	340 01$8ger$aca. 17.Jh$xa1600a1699 ### 
cnp01380400	Cortese ### Giulio ### 	Modène, Italie ### 	brth ### 	cnl00017410 ### 	1530 ### 	acti ### lang ### irsp ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Italian ### Auteur ### 	340 01$8ita$aca. 1530-1598$xa1530a1598 ### 340 01$8und$a1530-1598$xa1530a1598 ### 
cnp01167626	Hillensberg ### Theodor ### 	Jülich ### 	brth ### 	cnl00009748 ### 		acti ### 	Jurist ### 	340 11$8ger$a1573$xa1573u     ### 
cnp02075735	Löhr ### Gereon ### 	Köln ### Pulheim-Brauweiler ### 	actv ### actv ### 	cnl00006161 ### 		acti ### 	Geistlicher ### 	340 11$8ger$a1777$xa1777u     ### 
cnp01451763	Brenken ### Agatha Juliana Margaretha Dorothea ### von ### 	Nottuln ### 	actv ### 	cnl00027923 ### 	1679-1704 ### 			340 11$8ger$a1679 - 1704 ### 
cnp00693881	Apel ### Nikolaus ### 	Ingolstadt ### Egweil ### 	actv ### brth ### 	cnl00016096 ### 		acti ### acti ### 	Katholischer Theologe ### Philosoph ### 	340 01$8ger$a1482-1545$xa1482a1545 ### 
cnp01391153	Chimani ### Leopold ### 	Langenzersdorf ### Wieden ### 	brth ### deat ### 	cnl00037986 ### cnl00048780 ### 		acti ### acti ### acti ### acti ### acti ### lang ### irsp ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Personen zu Bildungswesen (6.4p) ### Jugendbuchautor ### Kinderbuchautor ### Pädagoge ### German ### Auteur ### 	340 01$8und$a1774-1844$xa1774a1844 ### 340 01$8ger$a20.02.1774-21.04.1844$xa1774a1844 ### 
cnp01227549	Bie ### Adriaen ### de ### 	Paris ### Rom ### Lier ### Lier ### 	actv ### actv ### brth ### deat ### 	cnl00032963 ### cnl00029123 ### cnl00011200 ### cnl00011200 ### 		acti ### acti ### acti ### 	Kupferstecher ### Maler ### Zeichner ### 	340 01$8ger$a03.10.1593-20.10.1668$xa1593a1668 ### 
